,x_train,y_train
50,-0.29938632413799826,-0.9583461884187157
51,-0.2945756453872689,-0.6347468383886894
52,-0.2894646733064842,-0.8139242541370224
53,-0.28231930845659625,-0.9329596050209096
54,-0.27753838942952014,-0.8581871277573527
55,-0.27281647855994695,-1.0039606656860405
56,-0.2719853258742016,-0.8380350630476714
57,-0.26450595640789354,-1.013917332289444
58,-0.25679086314247995,-0.6918507235287499
59,-0.25275242149785343,-1.002816926511592
60,-0.2501203371922642,-1.1448364973487775
61,-0.24460491370993898,-0.21357005424927777
62,-0.23704196108110748,-0.8831563466822482
63,-0.23681051284392457,-1.3154098682760884
64,-0.23447724391011482,-0.8297571241239151
65,-0.2312950286057207,-1.1393144002860787
66,-0.22631237359503054,-1.0332963186646984
67,-0.22503727621320418,-1.1543634999006234
68,-0.22427692661800913,-0.8291830054279798
69,-0.22078089180994748,-0.5651622149800137
70,-0.21425499853173824,-0.6757390467897331
71,-0.2116791275859124,-0.7319277040217367
72,-0.20974003711733957,-1.2148333697741482
73,-0.20590630248590935,-1.3317612326292476
74,-0.19974775579843307,-0.8892246056233089
75,-0.19353595741858648,-0.8618904829825138
76,-0.19178904911420797,-0.6693246873194547
77,-0.18937204559662446,-0.6286197264318911
78,-0.1866628735373339,-0.7923744285097718
79,-0.18184955707591488,-1.3929268869191689
80,-0.1811193964181445,-1.0646041255420056
81,-0.17616734303410142,-1.1345409708730825
82,-0.17409992689931675,-0.9537568200682883
83,-0.16889751608954684,-1.231430107900917
84,-0.16397067462363624,-0.2880314641086109
85,-0.16207363330025226,-0.9824700138563824
86,-0.16164579821022607,0.15858111136475683
87,-0.1557833227663194,-1.0585773728189998
88,-0.1541046562148743,-1.1926384374528083
89,-0.15304686211093083,-0.1182088633295405
90,-0.1467117523682568,-0.890254084245471
91,-0.14211416749637668,-1.3536316041611198
92,-0.14015259703329175,-0.7055663855065392
93,-0.1382845984484657,-0.3060023937442148
94,-0.13218275638889887,-1.1033410363152836
95,-0.12759526779891178,-0.04174484312906923
96,-0.12452315296149064,-0.5572616941608266
97,-0.12338672108788618,-0.28209018114711304
98,-0.12254114225126134,-1.292710484076529
99,-0.11581612702910654,0.02330001256431713
100,-0.11035191017947377,-0.7564099461140299
101,-0.10865039540336752,-0.84909917485739
102,-0.10435349708243846,-0.7670129391710323
103,-0.09863542015397558,-0.5969312125100972
104,-0.09102346290268204,-0.5143447631493508
105,-0.0832085999261225,-0.6767899388294807
106,-0.08318633254532448,-0.4345415711540664
107,-0.07965680140718578,-0.1883099343977565
108,-0.07518449734704657,-1.1768752912340348
109,-0.06949570717305603,-0.9094208725828634
110,-0.06298066704762967,-1.1141370369575698
111,-0.06128497247980935,-0.7153939930250575
112,-0.054775331217372436,-0.07011420151745817
113,-0.05360295024056039,-0.2646395791796359
114,-0.049357865352238905,-0.6151760606492704
115,-0.048708619547131404,-0.7744222934304168
116,-0.047691702871901664,-0.3274097449947692
117,-0.04463309074858807,-0.4688862138329247
118,-0.041262949686518446,-0.19193113633948775
119,-0.03820900875036759,-0.021078133641390495
120,-0.036621168006290505,0.10036736737515325
121,-0.03165912338737836,-0.24237978417929001
122,-0.02461445997756756,-0.3080404466252813
123,-0.01691513412468526,-0.29262843361456925
124,-0.016311154535864514,0.21470682685680437
125,-0.015512968727862897,-0.3103356087110623
126,-0.00861042403687906,-0.04483186185619237
127,-0.0017169466343294748,0.15936254836120028
128,0.00010738964699463782,-0.011872743707744157
129,0.002795119536859292,0.5988005360951906
130,0.006805808122061996,-0.02564391925319901
131,0.009167851623165135,0.4450712643097954
132,0.010646452820903596,0.20776617448001028
133,0.011276891432947744,-0.25144847952385796
134,0.019065637580414685,-0.11986732783330567
135,0.021459218511029388,0.5140182196940137
136,0.023989870565811477,-0.04046093342902632
137,0.025712198943895315,0.33070276754486266
138,0.03336650229111027,0.09744870007017375
139,0.03571845672500884,0.07520615181454388
140,0.03837953921174997,0.28824035004899173
141,0.03862141519795814,0.6359200265450926
142,0.04405291999448491,0.10989965751478326
143,0.04703752787399951,0.3502654779232621
144,0.05402113351352933,0.17941480203830013
145,0.0596630235311143,0.4274139926098007
146,0.06534346457172546,1.1943678452550077
147,0.06736164604339334,0.7322735882500341
148,0.06779825324975886,0.11340536344900476
149,0.07211742636867946,0.3111350286882395
150,0.07639533264971243,-0.3455046217700137
151,0.08419080742970375,0.6064807540845152
152,0.08435031684708127,0.359507909117685
153,0.08718455799576497,0.4893881219552541
154,0.09119594012939602,0.683046247353647
155,0.094366733312514,0.30843067304419275
156,0.09672899399564316,0.7845722991649161
157,0.10204705758789079,1.2958638082279639
158,0.10442781120674394,0.6534764501730336
159,0.10942573866875238,0.6272234460568019
160,0.11065300634360098,0.6133793668941231
161,0.11284658401910075,0.6119291467253533
162,0.11470670185999887,1.0656730227833224
163,0.1221537292381556,0.809313341314257
164,0.12285801537183161,1.2788782569400206
165,0.12723655296563052,0.7733315641542097
166,0.12949855524427933,0.5151615207846653
167,0.1350535254387184,0.7847077618435071
168,0.14137107524374826,1.5168298273398277
169,0.14560120043593905,1.0494243199288265
170,0.15023980890089106,1.1442197236632026
171,0.15745270684272472,0.6037521322087411
172,0.157612514802129,0.6627345344771554
173,0.15956180552216936,1.324772493537756
174,0.16287353321986742,0.5845555227435341
175,0.17016869197857798,0.3718130908427507
176,0.1704890302608173,0.6083479258674853
177,0.1782650259558849,1.135492115910628
178,0.18540652115438538,0.8399325329642335
179,0.19298155096978276,0.9608126764878794
180,0.1970779969519556,1.217629428463523
181,0.20324756611002026,0.6826192372273041
182,0.20994965224396522,0.9616286441767403
183,0.21346374032997473,1.4588831924507137
184,0.21479982215007287,1.3623379404022846
185,0.22190226746422892,1.2004522973775553
186,0.2290007856213503,1.307001027978181
187,0.23100665343265125,0.5050710117439609
188,0.23771147333202225,0.726653396460079
189,0.24420405089839103,1.134642759463929
190,0.24475589097399286,0.6339053363854406
191,0.2487781823657902,1.2078540229931152
192,0.251267333651337,0.5842457638224414
193,0.2521407560649841,0.8458053125208322
194,0.2563242478066824,1.7004129068993417
195,0.2618303686408916,1.0784451229755898
196,0.26240165106063573,0.7627553142181396
197,0.26586945903694525,1.5005644882989664
198,0.26714341291706956,0.4459321043960055
199,0.271714748960343,0.7708272920076268
200,0.27530903846074095,1.0054272293521016
201,0.2756200843032084,1.2127077907509747
202,0.27707600407723076,1.2236873503607408
203,0.27715243562409275,0.7987920754145459
204,0.27722160493650594,0.9912750766344844
205,0.27973731454397033,0.9414315968533675
206,0.2837554830116671,1.1670740604543666
207,0.2901890934029706,0.44264160460897306
208,0.2920662732701237,0.6897885671776876
209,0.29485937970034093,1.0135857497171044
210,0.2979763573665942,1.098791540835507
211,0.3042078085661575,1.7341263943046752
212,0.31184545344335013,1.103711473332464
213,0.3180330088021116,0.5090426972654303
214,0.3186747083397268,1.1391577208449009
215,0.32281126868771237,1.1932968915062188
216,0.3295393961990519,0.8467946769872801
217,0.3358321980010882,0.9248263864746888
218,0.3397984051862748,0.2582516592252281
219,0.3426220529735806,0.7662786122940396
220,0.3432056725049649,0.8050345838249362
221,0.3462573675612558,0.42900920180188307
222,0.34804898961090025,0.6126386523930774
223,0.35432578017781846,0.632750782429257
224,0.3593856195435866,1.3839529006824547
225,0.3597603906968143,0.23978989784879956
226,0.3638027881892393,0.37718580247530725
227,0.3706552787882921,1.1042786623648415
228,0.3723411909988761,0.5632904458858424
229,0.37947780880558724,0.508055954867166
230,0.383401648316841,0.6769658198480661
231,0.3911708562350277,1.0757003274390522
232,0.39583611138715036,0.6911385215828408
233,0.3985303471991368,0.8776105936057341
234,0.4063650115599474,0.700445763402033
235,0.41211574536225326,0.19571603360085793
236,0.41256501005367396,0.5885921501911306
237,0.4173885813964997,0.42346404878093713
238,0.4242492421504471,0.19213753171535713
239,0.4268908157532014,0.6097125480454028
240,0.4282141565781673,0.3072158106521625
241,0.4339031058888464,0.40844199967241285
242,0.43430253766707794,0.6312009648098964
243,0.4412959583559163,0.09548873062797447
244,0.4472175246351835,0.7123208582332942
245,0.4528409716984644,0.8868476608954114
246,0.4560144448756115,0.516469596880748
247,0.461810995224216,-0.6174748100314347
248,0.4652497365159255,-0.15889700279827793
249,0.4720234018688674,0.411863944150912
250,0.47967851494112246,0.2753194805398621
251,0.48447808361150535,0.5911252164012357
252,0.48988335312009235,0.5626191273007327
253,0.4954860033824613,0.2897512364678019
254,0.49635978443764306,-0.6329329931341333
255,0.5,0.13441866531747815
